,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,adjusted_int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,State,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,annual_inc_joint,dti_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,FicoScore,derived_emp_length,UPB,RiskScorePercent
35,96379167,103490879,12000,12000,12000, 60 months,0.14,14.0,279.16,3 years,MORTGAGE,205000.0,Source Verified,16-Dec,Current,debt_consolidation,CA,5,11.01,0,Jun-90,0,43.0,,12,0,4456,20.30%,33,w,11719.86,11719.86,535.0,535.0,280.14,254.86,0.0,0,0,17-Mar,279.16,17-Apr,17-Mar,0,48.0,INDIVIDUAL,,,0,3154,558367,0,1,0,1,17.0,4038,58.0,0,3,3978,27,21900,1,1,1,6,46531,12871.0,24.3,0,0,114.0,318,14,7,7,14.0,48.0,8.0,48.0,1,4,6,5,10,5,8,18,6,12,0.0,0,0,1,90.6,0.0,0,0,599401,12088,17000,7000,44.95,3,4.365921331810021,50.0
36,95638862,102688601,7175,7175,7175, 36 months,0.13,13.0,243.46,10+ years,MORTGAGE,65000.0,Source Verified,16-Dec,Current,debt_consolidation,FL,9,3.4,0,2-Aug,0,59.0,,5,0,3383,82.50%,11,w,6847.57,6847.57,473.48,473.48,327.43,146.05,0.0,0,0,17-Mar,243.46,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,3383,0,0,0,0,112.0,0,,2,5,1496,83,4100,0,1,2,5,677,717.0,82.5,0,0,112.0,172,12,12,0,12.0,,12.0,,0,5,5,5,7,1,5,10,5,5,0.0,0,0,2,90.9,60.0,0,0,4100,3383,4100,0,44.95,10,6.461748633879781,50.0
37,96074315,103158033,11000,11000,11000, 36 months,0.05,5.0,331.27,6 years,MORTGAGE,52400.0,Source Verified,16-Dec,Current,credit_card,FL,9,8.43,0,3-Sep,0,24.0,,8,0,12789,29.90%,24,w,10433.74,10433.74,654.41,654.41,566.26,88.15,0.0,0,0,17-Mar,331.27,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,224145,1,1,1,1,1.0,8902,100.0,0,2,10482,42,42800,0,0,0,3,28018,15851.0,44.0,0,0,85.0,159,18,1,4,19.0,,,,0,2,3,3,10,4,6,16,3,8,0.0,0,0,1,100.0,33.3,0,0,272584,21691,28300,8884,44.95,6,5.898800396861189,25.0
38,95347519,102373138,20000,20000,20000, 36 months,0.11,11.0,659.43,10+ years,MORTGAGE,70000.0,Not Verified,16-Dec,Current,credit_card,TN,42,15.02,0,Aug-00,2,64.0,105.0,17,1,11964,38.10%,22,w,19059.66,19059.66,1286.94,1286.94,940.34,346.6,0.0,0,0,17-Mar,659.43,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,862,336401,3,1,0,0,53.0,6433,25.0,3,6,3400,32,31400,0,0,3,7,21025,14746.0,42.8,0,0,121.0,196,1,1,1,12.0,,2.0,64.0,0,7,11,7,11,2,15,19,11,17,0.0,0,0,4,95.5,0.0,1,0,384065,18397,25800,25915,43.75,10,6.320963381666258,50.0
39,96054033,103147747,12000,12000,12000, 36 months,0.19,19.0,439.82,10+ years,RENT,77000.0,Source Verified,16-Dec,Current,debt_consolidation,CA,5,23.47,0,Oct-94,0,52.0,,15,0,42108,85.40%,24,f,11496.21,11496.21,847.99,847.99,503.79,344.2,0.0,0,0,17-Mar,439.82,17-Apr,17-Mar,0,59.0,INDIVIDUAL,,,0,0,482061,0,4,0,3,16.0,40124,104.0,0,2,4002,94,49300,0,7,2,5,32137,179.0,96.4,0,0,115.0,266,19,16,2,54.0,,4.0,59.0,1,2,10,2,3,9,10,13,10,15,0.0,0,0,0,91.7,100.0,0,0,516805,82232,5000,38505,43.75,10,6.862189095033622,50.0
40,95010241,102013004,6050,6050,6050, 36 months,0.23,23.0,233.38,5 years,MORTGAGE,26000.0,Not Verified,16-Dec,Current,debt_consolidation,GA,10,32.27,0,Mar-89,0,24.0,83.0,12,1,13745,40.40%,23,f,5810.29,5810.29,447.65,447.65,239.71,207.94,0.0,0,0,17-Mar,233.38,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,54938,0,1,0,1,13.0,5884,70.0,0,1,9961,46,34000,0,0,0,3,5494,14133.0,47.8,0,0,137.0,333,24,13,1,52.0,,16.0,,0,3,4,5,10,4,10,18,4,12,0.0,0,0,0,100.0,75.0,1,0,78393,19629,27100,8425,44.95,5,7.143998721431996,25.0
41,95324641,102346020,21000,21000,21000, 36 months,0.14,14.0,717.63,10+ years,MORTGAGE,70000.0,Not Verified,16-Dec,Current,debt_consolidation,NV,28,7.19,0,5-Jul,1,45.0,,15,0,14507,41.90%,34,w,20048.88,20048.88,1394.46,1394.46,951.12,443.34,0.0,0,0,17-Mar,717.63,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,65060,1,0,0,0,64.0,0,,1,5,4072,42,34600,1,0,4,5,4337,11393.0,55.8,0,0,137.0,114,6,6,3,6.0,,2.0,45.0,0,8,9,9,14,3,13,27,9,15,0.0,0,0,1,97.1,11.1,0,0,99350,14846,25800,0,45.25,10,6.5012592108945055,50.0
42,96339273,103450986,13000,13000,13000, 36 months,0.07,7.0,402.84,8 years,RENT,45000.0,Not Verified,16-Dec,Current,debt_consolidation,TX,43,2.4,0,Apr-96,0,45.0,,6,0,4945,21.50%,25,w,12020.89,12020.89,1158.2,1158.2,979.11,179.09,0.0,0,0,17-Mar,365.59,17-Apr,17-Mar,0,48.0,INDIVIDUAL,,,0,0,4945,1,0,0,1,19.0,0,,4,4,3547,22,23000,0,0,1,5,989,14700.0,24.6,0,0,100.0,248,5,5,1,7.0,47.0,11.0,47.0,0,2,3,4,9,3,6,19,3,6,0.0,0,0,4,84.0,0.0,0,0,23000,4945,19500,0,44.95,8,8.787372894217635,50.0
43,96229311,103341024,2000,2000,2000, 36 months,0.07,7.0,61.75,7 years,MORTGAGE,60000.0,Not Verified,16-Dec,Current,medical,ND,34,23.04,0,Jul-99,0,24.0,,14,0,17081,27.20%,24,f,1899.51,1899.51,121.56,121.56,100.49,21.07,0.0,0,0,17-Mar,61.75,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,132379,0,2,1,3,10.0,19267,82.0,0,3,6410,42,62900,1,0,1,6,9456,24975.0,32.5,0,0,126.0,209,15,10,1,21.0,,10.0,,0,5,10,5,7,10,11,13,10,14,0.0,0,0,1,100.0,0.0,0,0,198750,36348,37000,23500,44.95,7,5.99009900990099,25.0
44,95994281,103088004,10000,10000,10000, 36 months,0.13,13.0,335.69,10+ years,MORTGAGE,75000.0,Not Verified,16-Dec,Current,debt_consolidation,OR,37,30.96,5,Jun-99,0,10.0,,17,0,9030,52.80%,27,w,9538.52,9538.52,653.69,653.69,461.48,192.21,0.0,0,0,17-Mar,335.69,17-Apr,17-Mar,0,20.0,INDIVIDUAL,,,0,36636,235316,0,6,0,2,19.0,50842,65.0,0,2,4867,63,17100,0,1,0,4,13842,2292.0,78.4,0,0,122.0,210,16,16,1,26.0,12.0,13.0,12.0,2,5,7,5,11,7,10,19,7,17,0.0,0,2,0,77.8,40.0,0,0,280274,59872,10600,78359,46.25,10,6.407614561868315,50.0
45,96229242,103340954,10000,10000,10000, 36 months,0.26,26.0,404.19,3 years,MORTGAGE,52000.0,Source Verified,16-Dec,Current,other,NY,32,20.79,0,11-May,2,24.0,,13,0,8278,38.10%,16,f,9624.9,9624.9,771.94,771.94,375.1,396.84,0.0,0,0,17-Mar,404.19,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,121255,2,1,0,2,13.0,30510,84.0,4,9,3007,67,21700,4,1,7,12,9327,6882.0,52.2,0,0,67.0,37,3,3,1,7.0,,3.0,,0,4,5,5,5,4,10,11,5,13,0.0,0,0,5,100.0,20.0,0,0,141582,38788,14400,36318,41.25,3,7.417027417027416,25.0
46,96193174,103300901,5000,5000,5000, 36 months,0.08,8.0,157.24,10+ years,MORTGAGE,104000.0,Not Verified,16-Dec,Current,credit_card,OH,35,9.83,0,1-Jun,0,30.0,81.0,12,1,14971,44.40%,26,w,4753.34,4753.34,308.76,308.76,246.66,62.1,0.0,0,0,17-Mar,157.24,17-Apr,17-Mar,0,30.0,INDIVIDUAL,,,0,0,167397,0,1,0,0,29.0,14569,66.0,1,3,3194,53,33700,1,0,2,3,15218,8763.0,49.6,0,0,157.0,186,8,8,4,14.0,30.0,8.0,30.0,1,5,7,6,10,5,10,17,7,11,0.0,0,0,1,96.2,28.6,1,0,198111,29540,17400,22138,44.95,10,6.085753803596127,50.0
47,95179761,102182504,24000,24000,24000, 60 months,0.19,19.0,622.45,7 years,MORTGAGE,77000.0,Not Verified,16-Dec,Current,debt_consolidation,TX,43,17.49,0,Aug-00,0,24.0,,13,0,14267,47.40%,29,w,23510.86,23510.86,1181.6,1181.6,489.14,692.46,0.0,0,0,17-Mar,622.45,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,125877,0,2,0,3,16.0,23725,79.0,0,0,4154,63,30100,2,2,1,4,9683,1727.0,88.9,0,0,157.0,196,31,10,3,31.0,,11.0,,0,7,8,7,9,13,9,13,8,13,0.0,0,0,1,100.0,85.7,0,0,157433,37992,15500,30143,44.95,7,4.78311935523065,25.0
48,96197019,103308126,8325,8325,8325, 36 months,0.1,10.0,270.55,10+ years,MORTGAGE,54000.0,Not Verified,16-Dec,Current,debt_consolidation,TX,43,20.29,0,5-Jan,1,24.0,,17,0,8329,62.20%,28,w,7876.94,7876.94,588.62,588.62,448.06,140.56,0.0,0,0,17-Mar,270.55,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,4520,153266,0,7,0,1,23.0,46603,89.0,0,0,2762,84,13400,0,0,1,1,9016,1275.0,68.9,0,0,143.0,106,29,23,1,55.0,,1.0,,0,2,8,3,4,17,9,10,8,17,0.0,0,0,0,100.0,33.3,0,0,173652,54932,4100,52245,42.75,10,6.9470699432892244,25.0
49,96196044,103307176,2400,2400,2400, 36 months,0.08,8.0,75.2,10+ years,MORTGAGE,26000.0,Not Verified,16-Dec,Current,debt_consolidation,TN,42,31.86,0,4-Dec,0,24.0,,14,0,2117,4.50%,32,w,2281.17,2281.17,147.74,147.74,118.83,28.91,0.0,0,0,17-Mar,75.2,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,75903,0,2,0,0,27.0,18676,59.0,1,2,543,26,47300,0,1,0,2,5839,26485.0,4.7,0,0,137.0,144,7,7,1,7.0,,18.0,,0,4,6,6,7,15,10,15,6,14,0.0,0,0,1,100.0,0.0,0,0,139106,20793,27800,31906,44.95,10,6.0543657331136735,25.0
50,95129865,102132618,28000,28000,28000, 60 months,0.14,14.0,651.37,10+ years,MORTGAGE,200000.0,Verified,16-Dec,Current,debt_consolidation,CT,7,17.88,1,Mar-00,0,3.0,,19,0,139390,56.30%,43,w,27346.34,27346.34,1248.33,1248.33,653.66,594.67,0.0,0,0,17-Mar,651.37,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,558138,2,2,1,2,4.0,29212,70.0,1,3,16111,65,178200,0,0,2,5,31008,29131.0,61.2,0,0,158.0,185,5,4,6,5.0,,4.0,,0,7,10,10,16,9,15,27,10,19,0.0,0,0,2,97.7,40.0,0,0,631160,186687,75000,41766,46.25,10,4.364552003916906,50.0
51,94057404,100952150,4000,4000,4000, 36 months,0.11,11.0,131.79,< 1 year,RENT,42000.0,Source Verified,16-Dec,Current,car,FL,9,11.66,0,11-Jun,0,25.0,,7,0,1909,24.50%,8,w,3811.79,3811.79,257.22,257.22,188.21,69.01,0.0,0,0,17-Mar,131.79,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,9251,2,1,0,1,13.0,7342,83.0,2,4,795,55,7800,0,0,0,5,1322,5891.0,24.5,0,0,13.0,66,2,2,0,2.0,25.0,13.0,25.0,0,6,6,6,7,1,6,7,6,7,0.0,0,0,2,100.0,0.0,0,0,16702,9251,7800,8902,38.95,0,6.317600786627335,25.0
52,94258765,101154551,15000,15000,15000, 60 months,0.18,18.0,380.82,5 years,RENT,59600.0,Not Verified,16-Dec,Current,debt_consolidation,TX,43,32.04,0,6-Jun,0,24.0,,8,0,22514,45.60%,12,w,14685.77,14685.77,724.16,724.16,314.23,409.93,0.0,0,0,17-Mar,380.82,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,38789,0,2,0,0,25.0,16275,44.0,0,1,8035,45,49400,0,0,0,1,4849,25101.0,45.3,0,0,74.0,126,22,22,0,22.0,,,,0,4,6,4,5,5,6,7,6,8,0.0,0,0,0,100.0,50.0,0,0,86572,38789,45900,37172,43.75,5,4.698552793821793,25.0
53,95964415,103058138,23500,23500,23500, 60 months,0.14,14.0,546.69,10+ years,RENT,73000.0,Source Verified,16-Dec,Current,debt_consolidation,WI,49,16.93,0,Jan-99,0,24.0,,9,0,15613,88.20%,22,w,22951.38,22951.38,1165.07,1165.07,548.62,616.45,0.0,0,0,17-Mar,664.04,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,48213,0,5,0,0,35.0,32600,77.0,0,0,9691,81,17700,0,1,0,0,5357,787.0,95.2,0,0,164.0,215,37,35,0,45.0,,,,0,2,2,2,6,7,3,13,2,9,0.0,0,0,0,100.0,100.0,0,0,59850,48213,16400,42150,44.95,10,4.830817714380494,25.0
54,96359159,103470871,9000,9000,9000, 36 months,0.08,8.0,283.03,2 years,RENT,65000.0,Not Verified,16-Dec,Current,credit_card,FL,9,18.56,0,Dec-99,0,24.0,,14,0,11602,51.30%,18,w,8556.02,8556.02,555.76,555.76,443.98,111.78,0.0,0,0,17-Mar,283.03,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,38912,0,7,1,1,12.0,27310,61.0,1,1,4394,58,22600,0,0,0,2,2993,9998.0,53.7,0,0,159.0,204,12,12,0,30.0,,,,0,4,4,5,8,8,7,10,4,14,0.0,0,0,2,100.0,20.0,0,0,67116,38912,21600,44516,44.95,2,6.091537701679289,25.0
55,95974571,103068286,10000,10000,10000, 36 months,0.1,10.0,324.98,10+ years,MORTGAGE,99000.0,Not Verified,16-Dec,Current,credit_card,CA,5,22.82,0,Mar-82,0,44.0,,13,0,128691,24.10%,25,w,9522.8,9522.8,635.39,635.39,477.2,158.19,0.0,0,0,17-Mar,324.98,17-Apr,17-Mar,0,44.0,INDIVIDUAL,,,0,0,548234,1,3,3,5,4.0,53705,88.0,0,1,4087,52,212500,0,1,1,6,42172,16460.0,35.5,0,0,61.0,417,13,4,2,13.0,68.0,0.0,44.0,5,3,5,4,9,7,9,16,5,13,0.0,0,0,3,79.2,25.0,0,0,884654,182396,25500,64154,44.95,10,6.251846017524859,50.0
56,96197965,103309082,6000,6000,6000, 36 months,0.14,14.0,205.04,10+ years,RENT,34278.0,Not Verified,16-Dec,Current,credit_card,CO,6,15.72,0,Sep-88,0,79.0,,9,0,4662,36.70%,27,w,5728.25,5728.25,398.42,398.42,271.75,126.67,0.0,0,0,17-Mar,205.04,17-Apr,17-Mar,0,79.0,INDIVIDUAL,,,0,2376,10621,1,1,1,2,10.0,5959,80.0,1,7,3727,53,12700,0,0,1,9,1328,3562.0,52.5,0,0,105.0,339,5,5,3,5.0,80.0,11.0,79.0,3,2,4,3,5,3,8,21,4,9,0.0,0,0,2,88.9,33.3,0,0,20200,10621,7500,7500,43.75,10,6.496898465556644,50.0
57,96198797,103309876,10000,10000,10000, 36 months,0.16,16.0,351.53,2 years,OWN,40000.0,Not Verified,16-Dec,Current,debt_consolidation,CA,5,29.28,0,2-Apr,0,24.0,,10,0,13106,75.30%,24,w,9336.39,9336.39,1001.29,1001.29,663.61,337.68,0.0,0,0,17-Mar,351.53,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,88210,1,3,0,1,21.0,75104,96.0,2,2,3425,90,17400,0,1,1,3,8821,1767.0,86.4,0,0,110.0,176,3,3,0,3.0,,11.0,,0,5,7,5,7,14,7,10,7,10,0.0,0,0,2,95.7,80.0,0,0,94011,88210,13000,76611,44.95,2,9.683660636548321,50.0
58,96197920,103309022,3500,3500,3500, 36 months,0.08,8.0,109.67,8 years,MORTGAGE,145000.0,Source Verified,16-Dec,Fully Paid,debt_consolidation,AZ,3,18.08,7,Apr-94,0,11.0,,8,0,3214,31.20%,30,w,0.0,0.0,3537.607458,3537.61,3500.0,37.61,0.0,0,0,17-Feb,3541.49,,17-Feb,0,,INDIVIDUAL,,,0,0,384441,0,3,0,0,33.0,106548,41.0,0,0,3009,38,10300,1,0,0,0,48055,0.0,100.3,0,0,142.0,272,28,28,5,28.0,12.0,16.0,12.0,0,1,2,1,7,12,4,13,2,8,0.0,0,0,0,73.3,100.0,0,0,458466,109762,3000,155522,44.95,8,100.0,25.0
59,96209238,103320951,11200,11200,11200, 60 months,0.16,16.0,272.31,10+ years,RENT,65000.0,Source Verified,16-Dec,Current,debt_consolidation,WA,47,16.95,0,7-Jan,0,42.0,,7,0,10288,83%,8,w,10952.22,10952.22,519.75,519.75,247.78,271.97,0.0,0,0,17-Mar,272.31,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,21037,0,2,0,1,24.0,10749,31.0,0,0,2985,45,12400,0,2,0,1,3005,366.0,92.5,0,0,119.0,110,28,24,0,61.0,42.0,,42.0,0,3,5,3,3,3,5,5,5,7,0.0,0,0,0,87.5,100.0,0,0,46710,21037,4900,34310,43.75,10,4.524452968354982,50.0
60,96339220,103450932,4000,4000,4000, 36 months,0.07,7.0,123.95,10+ years,MORTGAGE,64000.0,Source Verified,16-Dec,Current,home_improvement,NC,33,25.73,3,Mar-88,0,15.0,,10,0,7608,82.70%,33,w,3799.76,3799.76,243.88,243.88,200.24,43.64,0.0,0,0,17-Mar,123.95,17-Apr,17-Mar,0,45.0,INDIVIDUAL,,,0,0,152296,0,4,2,4,7.0,35059,81.0,0,1,2435,81,9200,0,0,0,5,15230,100.0,97.5,0,0,144.0,338,15,7,2,29.0,22.0,15.0,18.0,4,2,5,2,9,13,5,16,5,10,0.0,0,0,2,71.0,100.0,0,0,178888,42667,4000,43417,44.95,10,6.011875309252845,50.0
61,96173850,103267566,8050,8050,8050, 36 months,0.18,18.0,290.99,10+ years,MORTGAGE,120000.0,Not Verified,16-Dec,Current,debt_consolidation,AZ,3,14.79,2,Aug-99,2,17.0,,11,0,22654,55.70%,21,w,7706.83,7706.83,561.87,561.87,343.17,218.7,0.0,0,0,17-Mar,290.99,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,411045,2,1,0,2,13.0,29844,85.0,1,2,11527,67,40700,0,0,2,5,37368,18046.0,55.7,0,0,61.0,208,1,1,6,1.0,19.0,0.0,19.0,0,5,5,6,9,4,6,10,5,11,0.0,0,0,2,81.0,16.7,0,0,451347,53457,40700,35000,42.45,10,6.786016692875288,50.0
62,96269176,103380889,18000,18000,18000, 36 months,0.11,11.0,592.63,5 years,RENT,63000.0,Not Verified,16-Dec,Current,credit_card,IL,13,27.45,0,1-Sep,0,24.0,,13,0,16879,51.60%,26,w,16722.61,16722.61,1663.99,1663.99,1277.39,386.6,0.0,0,0,17-Mar,592.63,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,34025,0,7,1,1,12.0,17146,26.0,0,0,8537,35,32700,0,0,0,1,2617,5271.0,75.5,0,0,183.0,166,25,12,0,35.0,,,,0,2,4,3,5,14,6,9,4,13,0.0,0,0,1,100.0,66.7,0,0,97907,34025,21500,65207,43.75,5,9.045417459885776,25.0
63,94170623,101066423,9600,9600,9600, 36 months,0.14,14.0,328.06,5 years,RENT,52000.0,Not Verified,16-Dec,Current,debt_consolidation,AR,4,33.49,0,5-Mar,1,74.0,,26,0,14732,37.90%,31,w,9165.2,9165.2,637.47,637.47,434.8,202.67,0.0,0,0,17-Mar,328.06,17-Apr,17-Mar,0,74.0,INDIVIDUAL,,,0,0,70756,1,5,0,2,14.0,56024,87.0,2,7,7377,68,38900,1,0,2,9,2948,18462.0,41.8,0,0,141.0,67,6,6,0,10.0,,6.0,,1,8,11,12,12,7,21,24,11,26,0.0,0,0,2,96.8,25.0,0,0,103692,70756,31700,64792,45.25,5,6.49867374005305,50.0
64,95993865,103087584,8000,8000,8000, 36 months,0.14,14.0,273.39,3 years,RENT,47000.0,Source Verified,16-Dec,Current,debt_consolidation,GA,10,23.16,1,Jul-00,0,23.0,,5,0,2250,80.40%,8,w,7637.65,7637.65,531.24,531.24,362.35,168.89,0.0,0,0,17-Mar,273.39,17-Apr,17-Mar,0,28.0,INDIVIDUAL,,,0,0,54425,2,2,1,1,5.0,52175,96.0,1,2,1983,94,2800,1,1,2,3,10885,550.0,80.4,0,0,197.0,186,2,2,1,2.0,23.0,5.0,23.0,2,2,2,3,3,3,3,4,2,5,0.0,0,0,2,75.0,33.3,0,0,66870,54425,2800,64070,43.75,3,6.500979431929481,50.0
65,96164691,103258411,18000,18000,18000, 60 months,0.08,8.0,367.05,8 years,MORTGAGE,95000.0,Not Verified,16-Dec,Current,credit_card,CO,6,21.22,0,May-98,0,56.0,,6,0,22473,45.40%,20,w,17511.43,17511.43,775.3,775.3,488.57,286.73,0.0,0,0,17-Mar,367.05,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,299023,1,2,1,2,5.0,40823,37.0,0,0,11788,43,49500,1,1,4,3,49837,27027.0,45.4,0,0,129.0,223,69,5,4,69.0,,5.0,56.0,0,3,3,3,7,5,3,11,3,6,0.0,0,0,2,95.0,0.0,0,0,343608,63296,49500,55108,44.95,8,4.238215027890189,50.0
66,96194587,103302409,1600,1600,1600, 36 months,0.16,16.0,56.25,5 years,RENT,32000.0,Source Verified,16-Dec,Current,other,MS,24,21.68,0,5-Mar,0,34.0,,27,0,5375,51.20%,59,w,1529.67,1529.67,108.95,108.95,70.33,38.62,0.0,0,0,17-Mar,56.25,17-Apr,17-Mar,0,34.0,INDIVIDUAL,,,0,0,139687,2,21,3,4,4.0,134312,104.0,2,3,2469,100,10500,3,0,0,7,5174,1336.0,77.0,0,0,141.0,84,4,4,0,4.0,,16.0,34.0,2,3,5,3,4,49,6,10,5,27,0.0,0,0,5,91.5,66.7,0,0,139874,139687,5800,129374,43.75,5,6.597434331093463,50.0
67,96259182,103370894,8400,8400,8400, 36 months,0.11,11.0,276.76,10+ years,MORTGAGE,70000.0,Not Verified,16-Dec,Current,credit_card,MI,22,20.69,0,3-Jan,0,24.0,118.0,19,1,19885,44.90%,25,w,8004.76,8004.76,540.17,540.17,395.24,144.93,0.0,0,0,17-Mar,276.76,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,120936,3,4,2,2,6.0,21367,56.0,3,6,5385,50,44300,1,4,2,8,6365,13546.0,57.5,0,0,167.0,134,1,1,1,1.0,,8.0,,0,6,7,7,8,8,14,16,7,19,0.0,0,0,5,100.0,0.0,1,0,168383,41252,31900,37960,44.95,10,6.320224719101124,25.0
68,95983888,103077602,5000,5000,5000, 36 months,0.07,7.0,155.51,10+ years,MORTGAGE,29000.0,Verified,16-Dec,Current,debt_consolidation,MO,25,6.66,0,Jan-99,0,31.0,,5,0,4729,27.20%,16,w,4750.62,4750.62,305.82,305.82,249.38,56.44,0.0,0,0,17-Mar,155.51,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,81448,2,0,0,1,23.0,0,,2,3,3276,27,17400,0,0,0,4,16290,11971.0,28.3,0,0,215.0,111,6,6,3,6.0,,15.0,31.0,0,3,3,3,4,5,4,8,3,5,0.0,0,0,2,93.8,0.0,0,0,101085,4729,16700,0,43.75,10,6.033630069238378,50.0
69,96389124,103500836,15000,15000,15000, 36 months,0.05,5.0,451.73,10+ years,MORTGAGE,98000.0,Source Verified,16-Dec,Current,credit_card,PA,38,4.76,1,3-Feb,0,2.0,,15,0,8012,10.50%,31,w,14227.83,14227.83,892.38,892.38,772.17,120.21,0.0,0,0,17-Mar,451.73,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,434,175233,2,1,0,1,19.0,1680,14.0,3,6,3151,11,76300,0,1,1,7,12517,32812.0,12.5,0,0,137.0,166,4,4,3,4.0,,12.0,2.0,0,2,5,5,9,4,12,24,5,15,0.0,0,0,3,93.5,0.0,0,0,269003,9692,37500,12489,44.95,10,5.8998611019247305,50.0
70,95931658,103024657,20000,20000,20000, 36 months,0.08,8.0,626.64,8 years,MORTGAGE,120000.0,Not Verified,16-Dec,Current,debt_consolidation,MD,20,3.38,0,7-Jan,0,24.0,,12,0,20515,31.10%,19,w,19009.77,19009.77,1231.09,1231.09,990.23,240.86,0.0,0,0,17-Mar,626.64,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,20515,0,0,0,0,87.0,0,,1,3,7929,31,66000,0,1,1,5,1710,41712.0,32.7,0,0,87.0,119,7,7,2,14.0,,4.0,,0,7,8,10,12,1,12,16,8,12,0.0,0,0,1,100.0,0.0,0,0,66000,20515,62000,0,46.25,8,6.08201581027668,25.0
71,96198050,103309195,20000,20000,20000, 36 months,0.16,16.0,703.05,< 1 year,RENT,235000.0,Source Verified,16-Dec,Current,debt_consolidation,WA,47,5.46,1,3-Oct,3,10.0,,13,0,19895,38.90%,36,w,19121.08,19121.08,1361.68,1361.68,878.92,482.76,0.0,0,0,17-Mar,703.05,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,52741,0,2,0,1,21.0,28240,82.0,1,2,5491,51,52100,4,0,3,4,4057,30889.0,38.3,0,0,127.0,158,11,7,4,11.0,,0.0,,0,8,9,8,12,12,10,19,9,13,0.0,0,0,2,97.1,12.5,0,0,96388,52741,50100,37526,41.75,0,6.644858900497998,50.0
72,91019784,97647555,24000,24000,24000, 60 months,0.2,20.0,635.72,8 years,OWN,150000.0,Not Verified,16-Dec,Current,medical,TX,43,26.19,0,4-Aug,1,24.0,,7,0,52235,95.70%,14,w,23524.23,23524.23,1204.81,1204.81,475.77,729.04,0.0,0,0,17-Mar,635.72,17-Apr,17-Mar,1,,INDIVIDUAL,,,0,95,147402,0,3,1,2,7.0,95167,82.0,0,1,20697,89,54600,3,1,4,3,21057,2365.0,95.7,0,0,137.0,148,22,7,0,22.0,,0.0,,0,4,4,4,8,4,4,10,4,7,0.0,0,0,1,100.0,100.0,0,0,174974,147402,54600,120374,43.95,8,4.868974441928178,25.0
